approve,id,final_cls,reason,value,suggestion,entry_id,field_path,context_before,context_after,hf_cls,gemini_cls,rule_hint,note
,cand-1849498,error_no_fix,digit_in_letter,lo3ral,lo3ral,schaff-herzog.felton-john,definition_blocks[3],such a bull was a great offense to all,"subjects of Elizabeth, and he who had h",error,,,error confirmed but no correction suggestion
,cand-1849714,error_no_fix,digit_in_letter,V6hringen,V6hringen,schaff-herzog.feneberg-michael-nathanael,definition_blocks[0],"irsBburg), Bavaria, Feb. 9, 1751; d. at","(40 m. s.w. of Stuttgart), WQrttemberg,",error,,,error confirmed but no correction suggestion
,cand-1850128,error_no_fix,digit_in_letter,abb4,abb4,schaff-herzog.mothe,definition_blocks[8],"t the Jesuit CoUkge du Plessis, Made an","when only fifteen, he achieved distinct",error,,,error confirmed but no correction suggestion
,cand-1851043,error_no_fix,digit_in_letter,F6nelon,F6nelon,schaff-herzog.mothe,definition_blocks[31],inst it. Bossuet attacked it violently;,answered with self-restraint and dignit,error,,,error confirmed but no correction suggestion
,cand-1851199,error_no_fix,digit_in_letter,F6nelon,F6nelon,schaff-herzog.mothe,definition_blocks[32],f labor in his diocese (1697-1715) that,showed himself in the noblest light. De,error,,,error confirmed but no correction suggestion
,cand-1851363,error_no_fix,digit_in_letter,F6nelon,F6nelon,schaff-herzog.mothe,definition_blocks[34],In the Jansenist controversy,took an active part as an opponent of t,error,,,error confirmed but no correction suggestion
,cand-1851497,error_no_fix,digit_in_letter,F6nelon,F6nelon,schaff-herzog.mothe,definition_blocks[35],"dily prohibited, but throughout Europe.",has been accused unjustly of intending,error,,,error confirmed but no correction suggestion
,cand-1853934,error_no_fix,digit_in_letter,obero9terreichuch4,obero9terreichuch4,schaff-herzog.tion-ih-austria,definition_blocks[50],"aiema, vol. i., Munich, 1878; idem, Der","Bauem- aufatand df . . , 16t6, ib. 1801",error,,,error confirmed but no correction suggestion
,cand-1858445,error_no_fix,digit_in_letter,operati6n,operati6n,schaff-herzog.fetishism,definition_blocks[19],t an enemy has set a powerful fetish in,"against a man, especially where it is d",error,,,error confirmed but no correction suggestion
,cand-1866519,error_no_fix,digit_in_letter,7inley,7inley,schaff-herzog.finney-charles-grandison,definition_blocks[16],,Fizmilia,error,,,error confirmed but no correction suggestion
,cand-1871631,error_no_fix,digit_in_letter,9eine,9eine,schaff-herzog.flacius-matthias,definition_blocks[44],"W. Preger, MaUhioi Flacdua lUyrieut und","Zeit, 2 vols., Erlangen, 1850-61 (a lis",error,,,error confirmed but no correction suggestion
,cand-1877134,error_no_fix,digit_in_letter,6asar,6asar,schaff-herzog.flesh,definition_blocks[9],baaoTf and especially to,"in the sense of aarx,",error,,,error confirmed but no correction suggestion
,cand-1879614,error_no_fix,digit_in_letter,N6tre,N6tre,schaff-herzog.fleury-claude,definition_blocks[0],accepted from Louis XIV. the priory of,"Damed'Argenteuil, wboe he remained unti",error,,,error confirmed but no correction suggestion
,cand-1880628,error_no_fix,digit_in_letter,9eine9,9eine9,schaff-herzog.fliedner-theodor,definition_blocks[4],"Flied- ner. T. Fliedner, kttrter AbriM","LthenB und Wirkena, 3d ed., KMserawerth",error,,,error confirmed but no correction suggestion
,cand-1881753,error_no_fix,digit_in_letter,2ierbold,2ierbold,schaff-herzog.floreimus-radewyiis,definition_blocks[1],"homas k Kempis, Theodore of Herzen, and","of Zatphen. A work of this character, r",error,,,error confirmed but no correction suggestion
,cand-1884460,error_no_fix,digit_in_letter,Font6vrault,Font6vrault,schaff-herzog.bbraldi,definition_blocks[1],"of the Virgin. At the deatli of Robert,","is said to have contaiDed 3,000 nuns, w",error,,,error confirmed but no correction suggestion
,cand-1884680,error_no_fix,digit_in_letter,7ont,7ont,schaff-herzog.ormation-in,definition_blocks[1],,Foot-Washing,error,,,error confirmed but no correction suggestion
,cand-1889775,error_no_fix,digit_in_letter,de9cripium,de9cripium,schaff-herzog.mius,definition_blocks[2],nostratium doctontm stvlta imita- tione,sed ex ipsis theaauris S. Bibliorum et,error,,,error confirmed but no correction suggestion
,cand-1890354,error_no_fix,digit_in_letter,h3nxms,h3nxms,schaff-herzog.mentiaifus,definition_blocks[1],"Sing, my tongue, the glorious battle),",on the Passion; and Quem terra pon- tus,error,,,error confirmed but no correction suggestion
,cand-1890453,error_no_fix,digit_in_letter,operibu9,operibu9,schaff-herzog.mentiaifus,definition_blocks[4],Cartoruhe. 1840; F. Hamelin. De vUa et,"VenarUii . . . FortunaH, Rennes. 1873;",error,,,error confirmed but no correction suggestion
,cand-1892464,error_no_fix,digit_in_letter,4if,4if,schaff-herzog.fowler-edward,definition_blocks[2],"don, 1602; E. CaUuny, HUtorieal AoeeuiU","mt Oum Lif€, pp. 00. 05. 33a 404. ib. 1",error,,,error confirmed but no correction suggestion
,cand-1893643,error_no_fix,digit_in_letter,Acte9,Acte9,schaff-herzog.fox-oeoroe,definition_blocks[41],ent; it was prefixed to vol. ii. of the,"and MonumenU, edition of 1641; biograph",error,,,error confirmed but no correction suggestion
,cand-1894379,error_no_fix,digit_in_letter,Work9,Work9,schaff-herzog.fox-william-johnson,definition_blocks[3],memoir is prefixed to vol. xii. of his,"(Qt sup.). Consult DNB, xx. 137-139.",error,,,error confirmed but no correction suggestion
,cand-1894952,error_no_fix,digit_in_letter,Besan9on,Besan9on,schaff-herzog.frahce,definition_blocks[11],iviers (be- fore 432); archbishopric of,"(c. 180), with (1777), St. Di6 (1777),",error,,,error confirmed but no correction suggestion
,cand-1894959,error_no_fix,digit_in_letter,Di6,Di6,schaff-herzog.frahce,definition_blocks[11],"of Besan9on (c. 180), with (1777), St.","(1777), Toul (c. 338; united to Nancy 1",error,,,error confirmed but no correction suggestion
,cand-1902300,error_no_fix,digit_in_letter,enjo3rment,enjo3rment,schaff-herzog.francis-saint-of-assisi-and-the-franciscan-order,definition_blocks[74],g the posesssion of real estate and the,"of fixed revenues, were recognized as t",error,,,error confirmed but no correction suggestion
,cand-1906626,error_no_fix,digit_in_letter,9ociet4UiM,9ociet4UiM,schaff-herzog.francis-xavier-sauft,definition_blocks[5],Xavt- riana^ in the Monumenia hi$toriea,"Jeeu, Madrid, 1880. Consult: H. F. Cole",error,,,error confirmed but no correction suggestion
,cand-1908144,error_no_fix,digit_in_letter,9eine,9eine,schaff-herzog.franck-frank-sebastian,definition_blocks[15],"; E. Tausch, S^nxetian Franek . . . und","LArtr, HaUe. 1803; ADB. vii. 214 sqq.",error,,,error confirmed but no correction suggestion
,cand-1910283,error_no_fix,digit_in_letter,GX7STAV,GX7STAV,schaff-herzog.frank-gx7stav-wilhelm,term,"FRANK,",WILHELM,error,,,error confirmed but no correction suggestion
,cand-1910616,error_no_fix,digit_in_letter,2iohar,2iohar,schaff-herzog.frauk,definition_blocks[2],Catholics. They claimed to find in the,"(see Cabala), which they substi- tuted",error,,,error confirmed but no correction suggestion
,cand-1914682,error_no_fix,digit_in_letter,M4ditaHon9,M4ditaHon9,schaff-herzog.frayssmous-count-of,definition_blocks[3],"Bibuoorapht: F. Guisot,",aur VHat aeiuel de la religion ckrltien,error,,,error confirmed but no correction suggestion
,cand-1915599,error_no_fix,digit_in_letter,M6rlin,M6rlin,schaff-herzog.frederick-m-the-pious,definition_blocks[0],tween the Saxon theologians StOssel and,"and the Heidelberg Boquin, Erast, and E",error,,,error confirmed but no correction suggestion
,cand-1922894,error_no_fix,digit_in_letter,Abb6,Abb6,schaff-herzog.french-revolution-religious-effects,definition_blocks[4],"jurisdiction. TaUeyrand, Mirabeau, and",Gr^oire carried their point against the,error,,,error confirmed but no correction suggestion
,cand-1927016,error_no_fix,digit_in_letter,prMde9,prMde9,schaff-herzog.french-revolution-religious-effects,definition_blocks[41],"ts, London, 1794; H. Gr^oire, Mhnovree,",d'une notice hietorique eur I'atiteur p,error,,,error confirmed but no correction suggestion
,cand-1927052,error_no_fix,digit_in_letter,rifugi6,rifugi6,schaff-herzog.french-revolution-religious-effects,definition_blocks[41],1882; F. X. Plasse. Le Clergi franoaia,"en Anglelerre, 2 vols.. Paris. 1886; A.",error,,,error confirmed but no correction suggestion
,cand-1930672,error_no_fix,digit_in_letter,AUdetU9che,AUdetU9che,schaff-herzog.frieivdsofood,definition_blocks[11],"fUn, ii. 146 sqq., Leipeic, 1873; idem,","Pndigten und OebeU, pp. 381 sqq.. 583 ■",error,,,error confirmed but no correction suggestion
,cand-1933407,error_no_fix,digit_in_letter,Br3m,Br3m,schaff-herzog.society-of,definition_blocks[31],he Orthodox bodies have Haver- ford and,"Mawr Colleges near Philadelphia, Guilfo",error,,,error confirmed but no correction suggestion
,cand-1935393,error_no_fix,digit_in_letter,ever3rwhere,ever3rwhere,schaff-herzog.friendship,definition_blocks[1],use in Christianity friend- ships arise,as a matter of course. Christianity pre,error,,,error confirmed but no correction suggestion
,cand-1937749,error_no_fix,digit_in_letter,au9,au9,schaff-herzog.frttzsche-otto-fridolin,definition_blocks[3],V. Rs^Bsel. in Theologi§eh« Zeitsehrifi,"der SchioeiM, 1896. pp. 108-123; Steine",error,,,error confirmed but no correction suggestion
,cand-1938420,error_no_fix,digit_in_letter,Le6,Le6,schaff-herzog.antoine,definition_blocks[2],otary (1574). His most notable work is:,Adeaet gestea merveiUeux de la cU4 de G,error,,,error confirmed but no correction suggestion
,cand-1938425,error_no_fix,digit_in_letter,cU4,cU4,schaff-herzog.antoine,definition_blocks[2],is: Le6 Adeaet gestea merveiUeux de la,"de Genkve (ed. G. Revilliod, Geneva, 18",error,,,error confirmed but no correction suggestion
,cand-1939156,error_no_fix,digit_in_letter,BRA6A,BRA6A,schaff-herzog.fructuosus-of-bra6a,term,FRUCTUOSUS OF,,error,,,error confirmed but no correction suggestion
,cand-1939619,error_no_fix,digit_in_letter,tions9,tions9,schaff-herzog.fructuosus-of-tarragona,definition_blocks[1],"stopAanofi, hymn 6; F. HObner, Iiucrip-","HupanicB ChrUHana, nos. 57-58, Berlin,",error,,,error confirmed but no correction suggestion
,cand-1945149,error_no_fix,digit_in_letter,6ULIELMX7S,6ULIELMX7S,schaff-herzog.fuller-thomas,definition_blocks[4],"FULLONIUS,","{Gvlielmus Ona- pheus, Willem van de Vo",error,,,error confirmed but no correction suggestion
,cand-1945844,error_no_fix,digit_in_letter,de9,de9,schaff-herzog.funck-johann,definition_blocks[4],UrkuruUnbuch xwr RefomuUiofM- gfckiekU,"UerMogthum$ Preua^en, i.-iii., Leipsic.",error,,,error confirmed but no correction suggestion
,cand-1948770,error_no_fix,digit_in_letter,9anctorum,9anctorum,schaff-herzog.fursa-fursey-saint,definition_blocks[2],"0-315. and De Bmedt and De Backer, Acta","Hibemia, pp. 77 aqq.. Edinburgh. 1888.",error,,,error confirmed but no correction suggestion
,cand-1951853,error_no_fix,digit_in_letter,Tych6,Tych6,schaff-herzog.gad,definition_blocks[3],sometimes masculine. Whether the Syrian,"is the earlier Gad, renamed under Greek",error,,,error confirmed but no correction suggestion
,cand-1952276,error_no_fix,digit_in_letter,Sucees9um,Sucees9um,schaff-herzog.gailor-thomas-frank,definition_blocks[0],"ion, (New York, 1887) and The Apostolic",(1890). Biblioobapht: W. 8. Perry. The,error,,,error confirmed but no correction suggestion
,cand-1952993,error_no_fix,digit_in_letter,6tude,6tude,schaff-herzog.oalfrid-of-vendome,definition_blocks[1],"aire de la France, xi. 180; L. Compain,","eur Oeoffroi de VendAme, Paris. 1891; E",error,,,error confirmed but no correction suggestion
,cand-1953719,error_no_fix,digit_in_letter,ro3ral,ro3ral,schaff-herzog.oalilee,definition_blocks[17],or Leshem. Jeroboam made it one of the,"sanc- tuaries, and it stood for the ext",error,,,error confirmed but no correction suggestion
,cand-1953978,error_no_fix,digit_in_letter,4ai,4ai,schaff-herzog.oalilee,definition_blocks[20],,,error,,,error confirmed but no correction suggestion
,cand-1954011,error_no_fix,digit_in_letter,whc4e,whc4e,schaff-herzog.oalilee,definition_blocks[22],dea. The proconsul Gabinius divided the,"Jewish country into five districts, eac",error,,,error confirmed but no correction suggestion
,cand-1956210,error_no_fix,digit_in_letter,S3rmbol,S3rmbol,schaff-herzog.gallandi-aitdrea,definition_blocks[8],"as- fession, elusion that only a common",of 1559. guard against the external and,error,,,error confirmed but no correction suggestion
,cand-1956287,error_no_fix,digit_in_letter,Fran9ois,Fran9ois,schaff-herzog.gallandi-aitdrea,definition_blocks[9],es and a personal letter from Calvin to,"de Morel. In the mean time, the synod h",error,,,error confirmed but no correction suggestion
,cand-1956512,error_no_fix,digit_in_letter,puret4,puret4,schaff-herzog.gallandi-aitdrea,definition_blocks[16],"gui disirent vivre selon Confession, la",de VEvangile de NSJC (I,error,,,error confirmed but no correction suggestion
,cand-1956646,error_no_fix,digit_in_letter,s3rmbol,s3rmbol,schaff-herzog.gallandi-aitdrea,definition_blocks[19],"tb; Rabaut, Paul), the authority of the",began to wane until its subscription be,error,,,error confirmed but no correction suggestion
,cand-1958261,error_no_fix,digit_in_letter,9acerdotii,9acerdotii,schaff-herzog.gallicanism,definition_blocks[16],"Bibuographt: P. de Blarca, De concordia","et im- perii^ Paris, 1641; J. B. Boseue",error,,,error confirmed but no correction suggestion
,cand-1958759,error_no_fix,digit_in_letter,sa3rs,sa3rs,schaff-herzog.gallienus,definition_blocks[1],"position of the Christians, but nowhere","that he tolerated them, while the mass",error,,,error confirmed but no correction suggestion
,cand-1969224,error_no_fix,digit_in_letter,6EBAL,6EBAL,schaff-herzog.gautier-g5-ty6-charles-lucien,definition_blocks[5],,"(""Mountain""): 1. A Phenician city of se",error,,,error confirmed but no correction suggestion
,cand-1971489,error_no_fix,digit_in_letter,reliffieu9e,reliffieu9e,schaff-herzog.lands,definition_blocks[27],"882; M. Pbilippaon, La Contre-RivoluHon","au xvi, aitcle, Brussels, 1884; L. Kell",error,,,error confirmed but no correction suggestion
,cand-1971517,error_no_fix,digit_in_letter,au9,au9,schaff-herzog.lands,definition_blocks[27],"1887, 1889; J. Hansen, NunUtxiurberichU","DeuUehland, vol. iii., parts 1-2, Gotha",error,,,error confirmed but no correction suggestion
,cand-1971537,error_no_fix,digit_in_letter,Au9,Au9,schaff-herzog.lands,definition_blocks[27],"tUenordena, 164£-8g, ib. 1896; G. Wolf.","Kurkdln im 16, Jahrhundai, Berlin, 1905",error,,,error confirmed but no correction suggestion
,cand-1979848,error_no_fix,digit_in_letter,cilu3,cilu3,schaff-herzog.gennadius-of-massilia,definition_blocks[2],"in NPNF, 2d ser., iii. 385-402. Gennar",also composed Adversua omnes hceresea U,error,,,error confirmed but no correction suggestion
,cand-1981982,error_no_fix,digit_in_letter,d3ring,d3ring,schaff-herzog.george-bishop-of-the-arabians,definition_blocks[3],"h. In Nov., 686, in conformity with the",wish of the Patriarch Athanasius II. of,error,,,error confirmed but no correction suggestion
,cand-1984246,error_no_fix,digit_in_letter,au9,au9,schaff-herzog.george-of-brandenburg,definition_blocks[8],"Nf.) Exbuoobaprt: W. L6he, Erinntrunoen",der Reformat tion§-OMehieht€ wm Franken,error,,,error confirmed but no correction suggestion
,cand-1987748,error_no_fix,digit_in_letter,V6glise,V6glise,schaff-herzog.gerberon-gabriel,definition_blocks[4],"rine of the Lord's Sup- per, Defense de",romaine contre les calomnies dea protea,error,,,error confirmed but no correction suggestion
,cand-1989084,error_no_fix,digit_in_letter,ianti9ehen,ianti9ehen,schaff-herzog.gerhard-johann,definition_blocks[10],"Geachichte der proUMtarUUeKen Dogmalik,","ThBoloffie, i. 371 sqq.. Leipsic. 1862;",error,,,error confirmed but no correction suggestion
,cand-1992715,error_no_fix,digit_in_letter,s3mod,s3mod,schaff-herzog.german-cathoucism,definition_blocks[26],German Catholic council and the third,of the,error,,,error confirmed but no correction suggestion
